EndToEndId;DataHora;Valor;Moeda;Pagador_Nome;Pagador_CPF_CNPJ;Pagador_Banco;Recebedor_Nome;Recebedor_CPF_CNPJ;Recebedor_Banco;ChavePix_Utilizada;TipoChave;Descricao;Status;Anomalia
f134d8b2-2f41-4c38-9ad7-8abc107b1953;2025-07-18 11:26:56;2722.78;BRL;Benjamin Peixoto;73.426.457/0001-33;Banco Original;Daniel Moraes;23.143.485/0001-59;C6 Bank;user329@email.com;E-mail;Pagamento referente ao serviço 517;Concluída;0
c02fa39d-1fc1-4f70-9127-46a21491887e;2025-06-24 17:07:56;4166.16;BRL;Dr. Bruno Freitas;670.960.226-70;C6 Bank;Marina Oliveira;783.875.836-17;C6 Bank;user625@email.com;E-mail;Pagamento referente ao serviço 677;Pendente;0
a531d63d-0c74-4d79-98e6-441214a0abf6;2025-08-02 01:27:56;2202.76;BRL;Diogo Cardoso;25.367.251/0001-27;C6 Bank;Rodrigo Araújo;388.428.345-25;Santander Brasil;user404@email.com;E-mail;Pagamento referente ao serviço 335;Concluída;0
72a7822f-183d-432e-9a31-2b6399e66d5f;2025-06-29 18:39:56;1889.68;BRL;Davi Lucca Cavalcanti;487.146.249-89;C6 Bank;João Lucas Pereira;485.103.169-38;Caixa Econômica Federal;+555695109-5397;Telefone;Pagamento referente ao serviço 28;Pendente;0
19cb640f-fe9b-4996-8f25-907c30515d67;2025-07-13 21:13:56;112.57;BRL;Maria Alice Azevedo;938.680.598-81;Itaú Unibanco;Evelyn Martins;30.293.754/0001-55;Nubank;user227@email.com;E-mail;Pagamento referente ao serviço 585;Estornada;0
14f52438-3a27-443e-8927-51c2d9bb56ac;2025-07-24 14:49:56;4755.08;BRL;Maria Luiza da Mota;71.916.882/0001-20;Itaú Unibanco;Eloah da Mata;59.877.882/0001-49;Nubank;38.754.964/0001-74;CNPJ;Pagamento referente ao serviço 593;Estornada;0
6f121f15-7a85-417c-ac89-8724abb4408c;2025-07-18 12:07:56;3568.43;BRL;Sophie Ribeiro;609.646.209-92;Banco Inter;Bernardo Araújo;938.644.887-83;Santander Brasil;97.369.129/0001-52;CNPJ;Pagamento referente ao serviço 492;Estornada;0
091a819e-04ff-48a0-8dce-d2c882d16509;2025-08-01 03:43:56;2481.62;BRL;Stephany Rezende;156.983.721-61;Nubank;Sr. Danilo Martins;43.316.812/0001-34;Banco Pan;99.110.395/0001-79;CNPJ;Pagamento referente ao serviço 807;Concluída;0
4dafb7d0-62dc-43e1-827a-8ad938c5b7fb;2025-07-02 15:30:56;1515.47;BRL;Sra. Lavínia Moraes;72.158.135/0001-67;Banco Safra;Dr. Pedro Rodrigues;581.486.917-68;BTG Pactual;+558391442-2868;Telefone;Pagamento referente ao serviço 673;Estornada;0
7216089d-9744-4c19-a9ee-1b6b47a70d30;2025-06-22 07:01:56;1858.03;BRL;Ana Luiza Costela;34.411.545/0001-95;Banco do Brasil;Maria Sophia da Cruz;903.515.567-92;BTG Pactual;337.856.546-94;CPF;Pagamento referente ao serviço 233;Pendente;0
32fda73e-7d0e-4646-8029-5fdd3209d503;2025-06-24 18:36:56;3432.13;BRL;Ana Laura da Rosa;80.994.881/0001-27;BTG Pactual;Maysa Moreira;88.558.896/0001-79;Santander Brasil;user285@email.com;E-mail;Pagamento referente ao serviço 418;Concluída;0
95b85739-03f7-4ad6-8854-8990b01dd09b;2025-06-30 19:07:56;4542.23;BRL;Alexandre da Rocha;620.645.318-88;Itaú Unibanco;Sr. Heitor Lima;622.159.441-48;Banco Inter;user397@email.com;E-mail;Pagamento referente ao serviço 570;Estornada;0
4140ca2c-069c-4f49-8552-2967e5355740;2025-08-05 07:16:56;4665.69;BRL;Sra. Marina Vieira;60.757.160/0001-29;Bradesco;Marcela Azevedo;33.966.741/0001-17;BTG Pactual;user378@email.com;E-mail;Pagamento referente ao serviço 61;Concluída;0
940508b8-f798-49e5-b823-35e884f35f06;2025-07-07 03:41:56;3625.63;BRL;Pietro da Rocha;486.597.655-84;Caixa Econômica Federal;Carolina Almeida;22.774.325/0001-67;Banco Inter;89.335.873/0001-13;CNPJ;Pagamento referente ao serviço 230;Concluída;0
97e0fdd8-1af0-4a64-8a16-367b9ac0902a;2025-06-26 06:49:56;4874.48;BRL;Ana Luiza Castro;518.534.394-85;BTG Pactual;Sr. João Miguel Peixoto;11.186.327/0001-98;Banco Inter;+551099662-5440;Telefone;Pagamento referente ao serviço 952;Concluída;0
9da6e9c6-33f3-4bcc-bc43-195e0683790a;2025-07-28 15:23:56;4608.86;BRL;Juliana Alves;952.508.304-92;Banco Original;Daniela Teixeira;92.255.613/0001-25;Banco do Brasil;+554691644-8333;Telefone;Pagamento referente ao serviço 631;Estornada;0
e9c510d5-cfba-4195-9323-9c577e4a0be0;2025-07-05 19:24:56;1941.54;BRL;Luiz Otávio Almeida;28.319.578/0001-48;Banco Pan;Thales Rezende;603.744.728-75;BTG Pactual;725.378.429-62;CPF;Pagamento referente ao serviço 331;Concluída;0
058970ef-5eab-43bd-aa18-0c1895243a23;2025-06-21 01:17:56;4419.11;BRL;Catarina Oliveira;19.585.322/0001-25;Banco do Brasil;Thomas Araújo;77.695.438/0001-59;C6 Bank;147.843.317-12;CPF;Pagamento referente ao serviço 950;Estornada;0
5ce30732-da66-4a29-b98a-bff2237c08c9;2025-07-25 16:01:56;1898.86;BRL;Henrique da Cruz;797.862.551-45;Banco Original;Evelyn Peixoto;393.390.470-39;Santander Brasil;14.359.367/0001-37;CNPJ;Pagamento referente ao serviço 787;Concluída;0
4362b9ce-6181-420e-8338-458f9d04a691;2025-08-14 09:03:56;1860.56;BRL;Luiz Fernando Viana;86.935.398/0001-72;Santander Brasil;Gabriel da Paz;53.629.202/0001-84;Banco do Brasil;user10@email.com;E-mail;Pagamento referente ao serviço 300;Concluída;0
989136a3-9713-4061-9add-f6204dd10ae9;2025-07-11 22:48:56;1163.28;BRL;Sr. Vinicius Castro;104.541.180-94;Bradesco;Emanuella Souza;984.292.986-33;Nubank;user270@email.com;E-mail;Pagamento referente ao serviço 141;Pendente;0
52485baa-3f95-4909-a0fe-7f610d517650;2025-08-16 00:18:56;0.0;BRL;Renan Jesus;296.887.375-99;Banco do Brasil;Isabel Costela;737.443.530-69;Nubank;user821@email.com;E-mail;Pagamento referente ao serviço 731;Estornada;1
747c41aa-6cba-4e2c-b701-af5936432e29;2025-08-17 00:15:56;3936.51;BRL;Sra. Ana Beatriz Silva;105.442.779-78;Banco Pan;Yago Fernandes;94.248.390/0001-27;Banco do Brasil;+559892533-6311;Telefone;Pagamento referente ao serviço 845;Concluída;0
57430cb8-969b-4551-8d29-2a02dd6dfc64;2025-08-01 00:52:56;4276.16;BRL;Natália Rocha;448.365.715-77;Santander Brasil;Diego Teixeira;75.399.532/0001-17;Santander Brasil;+556991982-3707;Telefone;Pagamento referente ao serviço 55;Pendente;0
98e3afcb-79fa-409e-a70b-db32118ae0b0;2025-07-17 01:30:56;2591.49;BRL;Sra. Bárbara Cardoso;581.631.826-82;Banco Original;Sr. Gustavo Henrique Campos;61.965.509/0001-79;Banco Inter;8ee1134c-c34e-44cd-81ce-e5ed090824f3;Chave Aleatória;Pagamento referente ao serviço 633;Estornada;0
19e165b7-a283-40fa-9e20-619a67a2d619;2025-06-28 15:17:56;196.8;BRL;Sr. Vinicius da Cruz;707.852.752-83;Banco Safra;Sr. Lucas Gabriel Costa;457.874.725-40;Santander Brasil;+558691029-5680;Telefone;Pagamento referente ao serviço 743;Concluída;0
6932b9f6-f659-4cfa-8d59-a7aec9b6c09c;2025-07-07 13:05:56;376.75;BRL;Lorenzo da Cunha;41.558.753/0001-97;Banco do Brasil;Thomas Lima;251.230.487-55;Bradesco;81.842.104/0001-38;CNPJ;Pagamento referente ao serviço 244;Concluída;0
ed796470-b12a-48d0-9648-b5ec8bcffc0f;2025-07-12 08:36:56;3613.22;BRL;Emanuella Freitas;207.424.905-57;Banco Original;Luiz Gustavo Rezende;19.364.870/0001-21;Caixa Econômica Federal;+551799226-2367;Telefone;Pagamento referente ao serviço 496;Pendente;0
4ed3b31f-fc86-41c8-a4c6-2369932e1b1f;2025-07-13 04:06:56;1859.2;BRL;Nicole Dias;75.572.752/0001-58;C6 Bank;Levi Silveira;66.535.105/0001-36;Nubank;user670@email.com;E-mail;Pagamento referente ao serviço 880;Pendente;0
cd28a5d9-7dd3-42b0-b7fd-193acc3f7535;2025-07-19 14:21:56;477.45;BRL;Sr. Noah Costa;13.511.179/0001-14;Santander Brasil;Maria Rocha;18.273.871/0001-29;Banco Safra;user239@email.com;E-mail;Pagamento referente ao serviço 497;Concluída;0
2dd4f392-5236-4014-830a-4840aba79785;2025-06-21 23:15:56;4298.38;BRL;Yasmin Pires;85.269.952/0001-65;Caixa Econômica Federal;Emanuel Souza;775.736.206-89;Itaú Unibanco;59deb282-d182-4a7d-b0cf-be59909676cb;Chave Aleatória;Pagamento referente ao serviço 671;Concluída;0
3abd851a-eeb6-4622-a839-b16bea81033e;2025-08-06 23:53:56;2271.2;BRL;Srta. Clara Silveira;67.832.196/0001-72;Banco Safra;Maria Fernanda Lima;957.321.914-37;Caixa Econômica Federal;604.916.353-49;CPF;Pagamento referente ao serviço 378;Pendente;0
5a93eadd-0f0c-47b4-93b7-2431fbdd6e36;2025-06-23 13:31:56;4152.53;BRL;Thomas Barbosa;45.157.895/0001-59;Santander Brasil;Marina Vieira;174.790.852-92;Caixa Econômica Federal;user105@email.com;E-mail;Pagamento referente ao serviço 56;Estornada;0
bba62240-e94b-4863-b56a-448854aed9ea;2025-07-14 05:55:56;1197.58;BRL;Arthur Aragão;36.599.191/0001-77;Bradesco;Davi Lucas Almeida;206.516.372-52;C6 Bank;4aefabbf-72bd-47ac-b840-b8a53d36ccd0;Chave Aleatória;Pagamento referente ao serviço 549;Estornada;0
e3de0849-65fc-40b4-a0a8-da8f14aa0cd6;2025-08-02 22:32:56;3622.58;BRL;Heloísa Moreira;651.811.345-55;BTG Pactual;Ana Sophia Santos;21.159.433/0001-60;Bradesco;user959@email.com;E-mail;Pagamento referente ao serviço 362;Concluída;0
dd86db4c-69a5-42cd-8887-ec7ea11f7eb7;2025-08-03 08:51:56;2764.65;BRL;Alexia Alves;42.838.583/0001-95;Banco Pan;Emanuella Gomes;250.903.866-95;Banco Safra;827.448.238-42;CPF;Pagamento referente ao serviço 444;Concluída;0
553a204f-a519-4ce2-b7bb-08caace2dde8;2025-06-26 23:27:56;3867.55;BRL;Laís Lopes;24.545.973/0001-53;Banco Original;Dr. Davi Lucas Cavalcanti;297.380.346-64;Banco do Brasil;+553494280-8381;Telefone;Pagamento referente ao serviço 150;Pendente;0
d6a832cb-fa89-4696-95a4-2aed6efca560;2025-07-05 13:45:56;151.96;BRL;Kevin Campos;841.419.589-41;Nubank;Luiza Fernandes;98.329.377/0001-48;Bradesco;82.679.861/0001-54;CNPJ;Pagamento referente ao serviço 645;Concluída;0
b5d8d75f-2474-44fb-994a-ee6b993e4e29;2025-07-02 16:15:56;2785.67;BRL;Carolina Barros;90.245.763/0001-72;C6 Bank;Bruno Melo;99.622.990/0001-63;Banco do Brasil;419.818.633-92;CPF;Pagamento referente ao serviço 549;Concluída;0
228a4e1d-bf1a-4440-90ee-39bbe6be9baf;2025-07-07 04:05:56;781.48;BRL;Marcelo Pinto;22.385.740/0001-57;Bradesco;Rodrigo Ramos;60.965.103/0001-83;BTG Pactual;+557498593-7655;Telefone;Pagamento referente ao serviço 207;Concluída;0
8e61fe8f-5a47-4c31-b90b-6f03b5360234;2025-07-03 00:15:56;4530.68;BRL;Felipe Silveira;734.387.307-66;Nubank;Ana Sophia das Neves;95.980.302/0001-50;Banco do Brasil;user920@email.com;E-mail;Pagamento referente ao serviço 154;Estornada;0
66eeda3a-862f-478b-ad80-a9e7f7f03ffe;2025-07-07 07:50:56;1089.15;BRL;Luiz Fernando Cunha;756.719.787-68;Itaú Unibanco;Enzo Gabriel Azevedo;57.139.474/0001-83;Banco do Brasil;d4858fb7-4703-424e-b237-71859efdb08d;Chave Aleatória;Pagamento referente ao serviço 933;Estornada;0
ece7a685-3435-4c3b-a151-cf308dc47426;2025-08-19 07:01:56;2108.24;BRL;Luiz Felipe Nascimento;936.706.205-15;C6 Bank;Srta. Ana Sophia Silva;249.266.589-99;Banco do Brasil;+555995297-4152;Telefone;Pagamento referente ao serviço 880;Concluída;0
fee6c570-b162-4047-8258-1513d0332604;2025-07-15 13:21:56;2634.34;BRL;João Costa;227.584.753-61;Itaú Unibanco;Carolina Jesus;63.125.797/0001-15;Banco Pan;79.479.331/0001-75;CNPJ;Pagamento referente ao serviço 296;Pendente;0
b5b7ad4e-384b-4441-9724-e35b3076a579;2025-06-29 07:53:56;2617.02;BRL;Enzo Gabriel Ramos;64.432.973/0001-26;Banco Inter;Stephany Nunes;52.915.423/0001-69;Bradesco;+553291414-3377;Telefone;Pagamento referente ao serviço 83;Concluída;0
9f94a2b6-b362-4c08-9067-aaf288d2d0c9;2025-08-16 04:04:56;2553.26;BRL;Stella Nunes;29.355.388/0001-66;Itaú Unibanco;Sra. Nicole da Costa;45.202.434/0001-35;BTG Pactual;60.602.861/0001-55;CNPJ;Pagamento referente ao serviço 299;Pendente;0
27282c1c-b380-46e2-a36f-80eef2ae71a4;2025-07-01 07:31:56;1314.18;BRL;João Felipe Gonçalves;367.590.239-47;Banco Original;Diego Alves;944.793.484-82;Banco Pan;+559794039-1135;Telefone;Pagamento referente ao serviço 548;Concluída;0
3c4cbcb2-eae1-4f3c-abf6-fb894129052a;2025-07-31 23:07:56;482.21;BRL;Eloah Farias;774.159.375-58;Nubank;Sr. Vinicius da Mata;43.407.763/0001-78;Banco Safra;+552995651-3677;Telefone;Pagamento referente ao serviço 803;Pendente;0
c5c55bae-7e80-4bac-b44e-f1f97086c708;2025-08-19 00:30:56;492.37;BRL;Joaquim Gonçalves;638.888.912-16;Banco Original;Theo Lima;421.250.152-46;Caixa Econômica Federal;+558094868-7586;Telefone;Pagamento referente ao serviço 631;Pendente;0
02c2c8b4-6ecb-4a93-8d4d-df0dc3d54984;2025-08-01 16:28:56;4994.29;BRL;Alice Cavalcanti;89.357.452/0001-89;Banco Inter;Melissa da Rocha;365.493.915-17;Banco Original;38.793.318/0001-47;CNPJ;Pagamento referente ao serviço 975;Pendente;0
6e1e1ca2-9518-4e79-bfed-033b321d59cf;2025-08-09 06:10:56;118.72;BRL;Ana Lívia Caldeira;19.995.644/0001-13;BTG Pactual;Maitê Castro;22.493.498/0001-34;Banco Inter;356.722.740-39;CPF;Pagamento referente ao serviço 932;Pendente;0
3cd4a11a-4ed8-4331-95e1-6fa3025d8510;2025-08-10 04:43:56;458.95;BRL;Mirella Cavalcanti;10.764.219/0001-99;Banco Pan;Stella Nascimento;276.917.876-86;Banco Inter;860.496.564-96;CPF;Pagamento referente ao serviço 53;Concluída;0
b36bfe70-56eb-41f5-88f3-d4b2ada8c593;2025-06-22 20:12:56;1702.28;BRL;Vitor Hugo Barros;436.463.164-76;Santander Brasil;Evelyn Cavalcanti;70.296.221/0001-68;Banco Safra;517.626.328-41;CPF;Pagamento referente ao serviço 257;Estornada;0
70cb1d05-ec04-4cc6-91e7-431561e58a51;2025-08-09 07:07:56;3053.4;BRL;Theo Ferreira;128.702.911-12;Bradesco;Juan da Cruz;87.244.625/0001-88;Bradesco;acaf67c2-0cec-42b5-995a-578dcfd9b891;Chave Aleatória;Pagamento referente ao serviço 537;Estornada;0
57ee834b-5e55-4b18-8ab4-75eb6276b746;2025-07-27 20:31:56;1822.67;BRL;Raul Ribeiro;983.133.533-67;Bradesco;Guilherme das Neves;528.760.873-99;Banco Pan;2db79e26-ff32-4bdd-bd90-e0293b1b55c7;Chave Aleatória;Pagamento referente ao serviço 466;Estornada;0
af185029-3396-4365-8389-708f5589e60f;2025-08-17 08:02:56;3352.56;BRL;Eduardo Farias;99.261.826/0001-25;Santander Brasil;Juliana Nogueira;49.923.531/0001-55;Caixa Econômica Federal;138.803.937-49;CPF;Pagamento referente ao serviço 629;Concluída;0
fa088a63-c982-48f5-b34e-6e8b5aa8091d;2025-07-24 02:41:56;2469.81;BRL;Kaique Martins;60.300.549/0001-22;Banco Safra;Benício Cavalcanti;36.863.393/0001-43;Banco Inter;+555496751-8521;Telefone;Pagamento referente ao serviço 616;Estornada;0
b6e74f0a-237f-44a2-b983-47a4d0eac82d;2025-07-30 18:23:56;4675.76;BRL;Enrico Campos;303.346.705-20;Bradesco;Antônio das Neves;72.344.520/0001-56;Santander Brasil;19.825.491/0001-77;CNPJ;Pagamento referente ao serviço 418;Pendente;0
735e97d2-03ba-4f47-80b5-5484dde9e23f;2025-06-21 06:49:56;1678.09;BRL;Erick Moraes;655.950.436-90;Banco Pan;Rafael Santos;199.990.103-67;Banco Inter;68.382.268/0001-81;CNPJ;Pagamento referente ao serviço 961;Pendente;0
bdd8772c-a81a-4f45-bdd4-99f4cad91a80;2025-08-10 04:00:56;249.15;BRL;Sra. Raquel Cavalcanti;647.761.323-69;Banco Original;Emanuel Vieira;309.862.396-34;Itaú Unibanco;186.234.867-45;CPF;Pagamento referente ao serviço 683;Pendente;0
0182a5d5-4f61-4cad-8fcf-33f836c2a00e;2025-08-11 18:26:56;2326.21;BRL;Davi Lucca Castro;28.380.774/0001-97;Itaú Unibanco;Srta. Fernanda Duarte;19.243.146/0001-37;Banco Pan;91114150-8a6d-4b5f-a233-974e29fa7c79;Chave Aleatória;Pagamento referente ao serviço 548;Concluída;0
4bcfdd7c-9c1a-4f7e-93f6-9dd5cd2dec6c;2025-07-10 13:21:56;3406.31;BRL;Rebeca Gomes;30.835.446/0001-61;Banco Inter;Dr. Renan Alves;279.476.277-22;Itaú Unibanco;user881@email.com;E-mail;Pagamento referente ao serviço 869;Pendente;0
aff2c874-eb1a-4d5a-8b60-bde30d2e3ac7;2025-07-28 13:59:56;836.13;BRL;Francisco Fogaça;194.530.902-99;Santander Brasil;Beatriz das Neves;701.650.593-25;Banco Safra;user178@email.com;E-mail;Pagamento referente ao serviço 697;Pendente;0
efbc6907-2af0-4634-bd18-391d20ca79ab;2025-06-29 06:08:56;925.46;BRL;Marcos Vinicius Melo;50.212.537/0001-94;Banco Original;Dr. Calebe Alves;492.566.429-70;Banco Original;30.663.129/0001-40;CNPJ;Pagamento referente ao serviço 663;Estornada;0
ade99530-f7bd-4fce-9ad4-62cafa7f08dc;2025-06-30 16:23:56;1276.56;BRL;Srta. Marina Teixeira;459.877.562-96;Banco Safra;Ana Azevedo;14.748.228/0001-49;C6 Bank;user329@email.com;E-mail;Pagamento referente ao serviço 233;Pendente;0
ae941555-01bc-4ee8-9b18-f5118eeacd94;2025-08-04 15:19:56;3327.31;BRL;Melissa Novaes;222.565.944-33;Nubank;Giovanna Freitas;268.409.540-43;BTG Pactual;250.486.713-19;CPF;Pagamento referente ao serviço 999;Estornada;0
bf9f4a93-c66c-4714-b0ff-f4a125ae6417;2025-08-06 18:40:56;4036.25;BRL;Sra. Júlia Monteiro;69.897.774/0001-82;Nubank;Maria Fernanda Gonçalves;716.178.564-56;Banco do Brasil;user82@email.com;E-mail;Pagamento referente ao serviço 430;Estornada;0
bf28fd04-62b2-4414-ae5b-c74dbd5ef713;2025-07-28 14:49:56;2584.11;BRL;Maria Barbosa;269.442.603-91;Nubank;Isadora Aragão;602.283.152-87;Banco Inter;fc4f6cc6-93e3-4e81-91dd-6c03423c1980;Chave Aleatória;Pagamento referente ao serviço 386;Pendente;0
aefd3399-f4aa-42bd-975f-ec7dfcf2fa92;2025-07-19 00:15:56;2499.58;BRL;Bárbara Rezende;17.466.168/0001-66;Caixa Econômica Federal;Kamilly Vieira;95.847.188/0001-34;Caixa Econômica Federal;622bb943-bd33-4704-9a89-21699e98aa37;Chave Aleatória;Pagamento referente ao serviço 500;Estornada;0
84164bf8-a7ba-4f51-8107-6cc5b6031fa0;2025-07-22 21:16:56;1857.7;BRL;Bianca Silva;88.373.415/0001-39;Banco Inter;Julia Porto;76.435.116/0001-72;BTG Pactual;595.245.209-68;CPF;Pagamento referente ao serviço 150;Estornada;0
9b690a99-b2f1-4707-a888-2d08da450e78;2025-08-11 19:53:56;734.82;BRL;Felipe das Neves;377.790.545-58;Itaú Unibanco;Giovanna Correia;87.378.325/0001-41;Nubank;fa6fbac8-6c2a-4a58-ac62-3becf462c534;Chave Aleatória;Pagamento referente ao serviço 636;Concluída;0
8d9e96df-d454-434e-8ea3-1b5875f7e445;2025-07-25 19:21:56;3138.36;BRL;Benício Silva;328.258.638-58;Banco Pan;Calebe Viana;664.675.884-51;Banco Safra;565.212.197-86;CPF;Pagamento referente ao serviço 66;Pendente;0
70652625-d492-4149-bf32-10bd909a3316;2025-06-23 04:51:56;1350.06;BRL;Sra. Emanuelly Silveira;439.534.422-67;Banco Pan;Sra. Lara Vieira;377.827.724-67;Nubank;133.445.900-65;CPF;Pagamento referente ao serviço 991;Concluída;0
29f3d94e-a8fe-4638-9b7b-1c748860bb4e;2025-08-15 03:16:56;2621.55;BRL;Sr. João Felipe Nascimento;873.694.143-70;BTG Pactual;Joaquim Caldeira;56.594.357/0001-31;Caixa Econômica Federal;b876a1af-4422-4acd-acf5-b37c1f713c57;Chave Aleatória;Pagamento referente ao serviço 145;Concluída;0
44b6fe2e-e109-4296-91c4-9760f47a357e;2025-06-27 21:17:56;2793.8;BRL;Ana Luiza Monteiro;446.208.386-10;Santander Brasil;Dra. Rebeca Farias;16.963.936/0001-27;Santander Brasil;+558192527-9324;Telefone;Pagamento referente ao serviço 664;Concluída;0
8625cab7-7743-4035-8513-ee1480550db2;2025-08-15 19:56:56;1690.73;BRL;Gabriela Nascimento;636.408.758-73;Banco Original;Erick Moraes;39.942.437/0001-92;Banco do Brasil;10ad26b0-f454-4637-a82b-00759305eca8;Chave Aleatória;Pagamento referente ao serviço 713;Concluída;0
ccc07866-35d7-42ef-9211-72a87f8ac248;2025-07-07 17:21:56;830.44;BRL;Dra. Carolina Correia;432.870.276-99;Banco Safra;Dra. Kamilly Souza;93.558.300/0001-90;Banco do Brasil;888.288.114-55;CPF;Pagamento referente ao serviço 842;Concluída;0
8473498e-39cb-4331-a6c6-46a72936f5af;2025-07-11 08:53:56;4846.6;BRL;Vitor Gabriel Campos;317.696.234-69;Banco Original;Lívia Jesus;853.380.727-86;Banco Original;618.818.318-67;CPF;Pagamento referente ao serviço 390;Concluída;0
8069d43f-fac2-4614-ac7c-7e42b438c63f;2025-08-19 22:11:56;2428.01;BRL;Vitor Hugo Lima;383.908.405-52;Banco Safra;Vinicius Gomes;975.339.602-70;Itaú Unibanco;user132@email.com;E-mail;Pagamento referente ao serviço 469;Pendente;0
37fd29bd-1239-4de1-b851-aff49a48fd46;2025-08-09 02:26:56;2747.02;BRL;Luiz Felipe Sales;90.858.741/0001-80;Banco Pan;Alana Porto;52.152.350/0001-53;Caixa Econômica Federal;user85@email.com;E-mail;Pagamento referente ao serviço 525;Estornada;0
8ac72ab1-a8cc-4a3a-9a7d-8b73bacb4d0a;2025-06-28 03:24:56;3530.16;BRL;Emilly Barros;53.875.860/0001-43;Banco Inter;Dra. Eloah Teixeira;140.907.293-55;Caixa Econômica Federal;user422@email.com;E-mail;Pagamento referente ao serviço 968;Pendente;0
3b235828-c11f-462f-87dd-2e72d037a13e;2025-07-31 04:52:56;1524.64;BRL;Davi Nunes;13.644.913/0001-48;Itaú Unibanco;João Pedro Araújo;33.370.156/0001-10;Banco Inter;user271@email.com;E-mail;Pagamento referente ao serviço 321;Concluída;0
0e750dc2-edba-4ebe-84c9-89f13f825c73;2025-08-10 07:39:56;4358.42;BRL;Calebe Vieira;71.423.356/0001-55;BTG Pactual;Daniel Campos;298.397.617-85;Bradesco;+556796248-8006;Telefone;Pagamento referente ao serviço 372;Concluída;0
e3e433d9-2f00-4471-8fdd-8bd0c9c5ae01;2025-07-08 15:17:56;825.0;BRL;Davi Lucas Correia;85.784.784/0001-70;Nubank;Mariana Duarte;250.465.167-73;Nubank;5810ae96-81e8-451d-ac87-f543e212917d;Chave Aleatória;Pagamento referente ao serviço 183;Pendente;0
fca0343b-75d4-49c7-abae-6121ad85503b;2025-06-22 04:56:56;3909.56;BRL;Ian Ramos;95.930.323/0001-70;Nubank;Manuela Santos;81.591.208/0001-62;Banco Safra;58.906.722/0001-97;CNPJ;Pagamento referente ao serviço 5;Estornada;0
b1294e47-8fa4-4ec0-a3f3-4124912ac1c9;2025-06-29 14:23:56;3489.11;BRL;Mirella Carvalho;30.534.389/0001-53;Banco Pan;Thiago Lopes;18.909.630/0001-72;Nubank;+553897854-9036;Telefone;Pagamento referente ao serviço 825;Estornada;0
734b4a6c-ef04-4dbe-a57c-0c152d286f21;2025-06-25 11:43:56;2350.4;BRL;Bianca Cardoso;249.897.844-31;Banco Original;Sr. Eduardo Cardoso;42.633.362/0001-52;BTG Pactual;17.307.787/0001-32;CNPJ;Pagamento referente ao serviço 238;Concluída;0
e38450c1-3b1f-4f14-ab6e-fb702216a009;2025-07-15 05:45:56;2363.16;BRL;Letícia Pinto;10.662.282/0001-64;Santander Brasil;Gabriela Peixoto;41.431.595/0001-47;BTG Pactual;49.719.335/0001-55;CNPJ;Pagamento referente ao serviço 761;Concluída;0
820e593a-3212-4ece-8b86-d3ceace2a9ad;2025-06-25 23:25:56;2402.05;BRL;Mirella da Cunha;652.342.146-84;BTG Pactual;João Lucas Fogaça;217.181.172-98;C6 Bank;13.825.710/0001-91;CNPJ;Pagamento referente ao serviço 739;Concluída;0
0993e11b-1eff-49f7-920d-d478b99cf4e6;2025-07-09 11:41:56;4288.36;BRL;Sophia da Rocha;967.879.639-39;Banco Inter;Guilherme Ribeiro;206.445.124-62;Banco Fantasma S.A.;37.581.633/0001-72;CNPJ;Pagamento referente ao serviço 777;Pendente;1
505e799a-9fb2-4ffc-921a-c92786568658;2025-08-06 01:51:56;2347.62;BRL;Melissa Costela;604.955.626-89;Banco Original;Agatha Fernandes;628.954.211-67;Banco Original;0be49ac4-4dc6-4f8b-ac19-460c97bd62db;Chave Aleatória;Pagamento referente ao serviço 326;Concluída;0
7098d7ea-a5f3-4932-8b47-7e97c07f72d0;2025-07-23 13:50:56;3734.26;BRL;Vitor Gabriel Almeida;58.228.286/0001-99;C6 Bank;Kamilly da Luz;47.151.545/0001-51;Nubank;434.527.855-75;CPF;Pagamento referente ao serviço 742;Pendente;0
5d273c78-c52e-432f-9276-8254844e7e59;2025-07-31 12:32:56;2184.19;BRL;Catarina da Mata;71.900.917/0001-18;Bradesco;Rafael Teixeira;36.907.479/0001-98;Banco Original;+557292387-9374;Telefone;Pagamento referente ao serviço 437;Estornada;0
0a2f2ff7-f2c8-47da-b0f8-70025422c64b;2025-06-26 15:51:56;2634.77;BRL;Sra. Gabriela Melo;27.376.482/0001-98;Banco do Brasil;Danilo Martins;76.185.820/0001-56;Banco Safra;+553193048-6005;Telefone;Pagamento referente ao serviço 522;Estornada;0
d30ed6d3-c3e8-420d-9f6c-545a190c02cb;2025-07-31 14:42:56;4316.83;BRL;Thomas Cunha;18.473.374/0001-49;C6 Bank;Maitê Cunha;80.276.939/0001-57;Santander Brasil;+553897221-3419;Telefone;Pagamento referente ao serviço 681;Pendente;0
00b291f2-f5c9-47e6-8dc2-ed7fa4023005;2025-07-22 21:57:56;3449.36;BRL;Kaique Novaes;660.362.439-93;Banco Safra;Giovanna Santos;700.614.920-93;Banco Original;user469@email.com;E-mail;Pagamento referente ao serviço 30;Concluída;0
95554317-cf53-4c8a-b0f1-2079291804e8;2025-06-27 02:27:56;3496.2;BRL;Sophie Peixoto;63.345.247/0001-97;Itaú Unibanco;Melissa Almeida;15.493.190/0001-83;Nubank;15.956.185/0001-19;CNPJ;Pagamento referente ao serviço 220;Pendente;0
